Артикул;Основная категория товара;Подраздел категории товара;Наименование;Описание;Производитель;Артикул производителя;Цена (Розница);Цена (Опт);Можно купить;На складе;Время отгрузки;Размер;Цвет;aID;Материал;Батарейки;Упаковка;Вес (брутто);Фотография маленькая до 150*150;Фотография 1;Фотография 2;Фотография 3;Фотография 4;Фотография 5;Штрихкод
892;Вибраторы;Реалистики;Вибратор с клиторальными шипами №10 - 17 см.;У этого вибратора со встроенным пультом есть все шансы завоевать вашу любовь. Только взгляните на упругое тельце с розовой головкой и вздувшимися венками из материала ЭКОй.  Только пройдитесь пальчиками по ним и шипам на основании, способным нежно касаться клитора при каждом погружении.  Добавьте к этому мощную вибрацию, чтобы понять – когда в ваших руках этот вибромассажёр, без удовольствия вам никак не остаться.  ;Джага-Джага;202-10 BX DD;1874.00;986.07;1;1;2;;телесный;896;ЭКОй;2 шт., тип AA;картонная коробка;310;http://feed.p5s.ru/images/small/0/small_892.jpg;http://feed.p5s.ru/images/big/0/892.jpg;http://feed.p5s.ru/images/big/0/892-1.jpg;http://feed.p5s.ru/images/big/0/892-2.jpg;http://feed.p5s.ru/images/big/0/892-3.jpg;;4,62E+12
893;Вибраторы;Реалистики;Вибратор-реалистик с мошонкой №2 - 16,3 см.;Когда розовая головка этого вибромассажёра из материала ЭКОй касается входа в лоно, тело будто пронзает электрический заряд. Каждая клеточка загорается предвкушением будущей ласки!  Вибратор, выполненный из реалистичного на ощупь материала и повторяющий анатомические формы мужского члена, быстро доведёт вас до сексуальной разрядке и пикового «о, да!»  ;Джага-Джага;202-02 BX DD;1874.00;986.07;1;2;2;;телесный;897;ЭКОй;2 шт., тип AA;картонная коробка;360;http://feed.p5s.ru/images/small/0/small_893.jpg;http://feed.p5s.ru/images/big/0/893.jpg;http://feed.p5s.ru/images/big/0/893-1.jpg;http://feed.p5s.ru/images/big/0/893-2.jpg;http://feed.p5s.ru/images/big/0/893-3.jpg;;4,62E+12
894;Вибраторы;Реалистики;Реалистичный фаллос с вибрацией №3 - 17 cм. ;В основании – встроенный пульт, позволяющий управлять вибрацией одним движением пальцев. Выше – упругое тельце с венками, бархатистое на ощупь, как живая кожа.  Венчает всю эту красоту аккуратная розовая головка, способная проникать в самые дальние уголки лона и нежно массировать стеночки.  Чувственные касания, мощная, всюду проникающая вибрация… Не вибратор, а кладезь удовольствия!  ;Джага-Джага;202-03 BX DD;1874.00;986.07;1;2;2;;телесный;898;ЭКОй;2 шт., тип AA;картонная коробка;325;http://feed.p5s.ru/images/small/0/small_894.jpg;http://feed.p5s.ru/images/big/0/894.jpg;http://feed.p5s.ru/images/big/0/894-1.jpg;http://feed.p5s.ru/images/big/0/894-2.jpg;http://feed.p5s.ru/images/big/0/894-3.jpg;;4,62E+12
898;Фаллоимитаторы;Классические дилдо;Фаллоимитатор гелевый с присоской на основании - 17 см.;Этот гелевый фаллоимитатор, бесспорно, подарит вам массу сильных ощущений. Нежно-малиновый дилдо дарует вам истинное наслаждения, проникая в лоно и скользя там так нежно.  Мягкое, но при этом упругое тельце фаллоса проникнет в вас так глубоко и трепетно, как никто ранее. Использование этого рельефного красавца для вагинальной стимуляции гарантированно обернется ярчайшей разрядкой.  ;Джага-Джага;311-03 BX DD;1565.00;823.46;1;5;2;;красный;902;гель;;картонная коробка;370;http://feed.p5s.ru/images/small/0/small_898.jpg;http://feed.p5s.ru/images/big/0/898.jpg;http://feed.p5s.ru/images/big/0/898-1.jpg;http://feed.p5s.ru/images/big/0/898-2.jpg;http://feed.p5s.ru/images/big/0/898-3.jpg;http://feed.p5s.ru/images/big/0/898-4.jpg;4,62E+12
899;Фаллоимитаторы;Классические дилдо;Рельефный гелевый фаллоимитатор на присоске - 20 см.;Этот фаллоимитатор можно назвать эталоном. Каждая из его характеристик идёт с приставками типа гипер-, мега- или экстра-.  Во-первых, это действительно яркий дизайн: реалистик выполнен из малинового геля. Во-вторых, это впечатляющие размеры: один вид приводит в сексуальный трепет. В-третьих, ярко выраженный рельеф и нежная поверхность: касания этого дилдо 100 % будут чувственными.  Плюс ко всему, секс-игрушка имеет присоску, позволяющую зафиксировать её на любой жесткой поверхности. Теперь и позиций для секс-утех не счесть!   ;Джага-Джага;311-09 BX DD;1563.00;822.60;1;7;2;;красный;903;гель;;картонная коробка;410;http://feed.p5s.ru/images/small/0/small_899.jpg;http://feed.p5s.ru/images/big/0/899.jpg;http://feed.p5s.ru/images/big/0/899-1.jpg;http://feed.p5s.ru/images/big/0/899-2.jpg;http://feed.p5s.ru/images/big/0/899-3.jpg;http://feed.p5s.ru/images/big/0/899-4.jpg;4,62E+12
900;Фаллоимитаторы;Реалистичные;Фаллоимитатор гелевый на присоске с шипами на основании - 17 см.;Когда под рукой есть этот гелевый фаллоимитатор, весь мир покажется радужным и светлым. Всё благодаря тем сильным и очень приятным ощущениям, что получит женщина при проникновении малинового дилдо в лоно.  Большой, со слегка загнутой головкой, он будет погружаться в вас так нежно и чувственно. Маленькие шипы на основании будут касаться клитора при каждом введении, а значит, фаллоимитатор будет воздействовать на несколько эрогенных зон сразу.  ;Джага-Джага;311-10 BX DD;1565.00;823.46;1;4;2;;красный;904;гель;;картонная коробка;360;http://feed.p5s.ru/images/small/0/small_900.jpg;http://feed.p5s.ru/images/big/0/900.jpg;http://feed.p5s.ru/images/big/0/900-1.jpg;http://feed.p5s.ru/images/big/0/900-2.jpg;http://feed.p5s.ru/images/big/0/900-3.jpg;;4,62E+12
901;Фаллоимитаторы;Анально-вагинальные;Малиновый гелевый анально-вагинальный фаллоимитатор на присоске - 14 см.;Этот малиновый дилдо заставит вас стонать от удовольствия. Еще бы, трудно сдерживать эмоции во время двойного проникновения. Ощущать внутри себя два фаллоса сразу с большими головками и рельефными основаниями  - это так захватывающе.  Для удобства использования двойной фаллоимитатор из геля крепится на присоске. Вам наверняка понравится насаживаться на него сверху, контролировать темп и глубину проникновений.  Длина анального фаллоса - 12 см. Диаметр анального фаллоса - 2,5 см.;Джага-Джага;311-08 BX DD;1565.00;823.46;1;4;2;;малиновый;905;гель;;картонная коробка;390;http://feed.p5s.ru/images/small/0/small_901.jpg;http://feed.p5s.ru/images/big/0/901.jpg;http://feed.p5s.ru/images/big/0/901-1.jpg;http://feed.p5s.ru/images/big/0/901-2.jpg;http://feed.p5s.ru/images/big/0/901-3.jpg;http://feed.p5s.ru/images/big/0/901-4.jpg;4,62E+12
902;Фаллоимитаторы;Анально-вагинальные;Фаллоимитатор гелевый для анально-вагинальной стимуляции - 17 см.;Когда тело просит ласки, не стоит отказывать себе в удовольствии. Этот малиновый фаллоимитатор из геля поможет вам расслабиться и получить яркую разрядку за считанные минуты.  Гладкие, упругие отростки с рельефом в виде складочек и венок будут одновременно погружаться в вагину и анус, заставляя вас дрожать от желания. Присоска на основании поможет зафиксировать дилдо на тумбе, стуле или полу, что значительно расширит количество позиций для самоудовлетворения.  Длина анального фаллоса - 12 см. Диаметр анального фаллоса - 2,5 см. ;Джага-Джага;311-11 BX DD;1565.00;823.46;1;6;2;;красный;906;гель;;картонная коробка;425;http://feed.p5s.ru/images/small/0/small_902.jpg;http://feed.p5s.ru/images/big/0/902.jpg;http://feed.p5s.ru/images/big/0/902-1.jpg;http://feed.p5s.ru/images/big/0/902-2.jpg;http://feed.p5s.ru/images/big/0/902-3.jpg;http://feed.p5s.ru/images/big/0/902-4.jpg;4,62E+12
904;Вибраторы;Реалистики;Реалистичный вибратор с мошонкой №1 - 18,5 см.;Касаясь этого вибратора  в темноте, можно с лёгкостью спутать его с членом мужчине. Такой же упругий и бархатистый на ощупь, с теми же реалистичными формами…ох!  Включив вибрацию и направив игрушку из ЭКОй вглубь лона, вы разбудите каждую клеточку своего тела. Проникновение за проникновением, и вот уже с губ срывается сладкое «ммм, даа!».  ;Джага-Джага;102-01 BX DD;1799.00;946.93;1;3;2;;телесный;908;ЭКОй;2 шт., тип AA;картонная коробка;455;http://feed.p5s.ru/images/small/0/small_904.jpg;http://feed.p5s.ru/images/big/0/904.jpg;http://feed.p5s.ru/images/big/0/904-1.jpg;http://feed.p5s.ru/images/big/0/904-2.jpg;http://feed.p5s.ru/images/big/0/904-3.jpg;;4,62E+12
905;Вибраторы;Реалистики;Вибратор с мошонкой №2 телесного цвета - 16,3 см.;Этот вибромассажёр из материала ЭКОй полностью повторяет анатомические формы мужского члена. Чётко очерченная головка, упругое тельце и узор из напряжённых вен… Ощущая игрушку внутри лона, трудно сдержать рвущийся наружу стон наслаждения. Если же наполнить проникновения вибрацией, фантазий о плотской любви уже не сдержать!  ;Джага-Джага;102-02 BX DD;1799.00;946.93;1;4;2;;телесный;909;ЭКОй;2 шт., тип AA;картонная коробка;365;http://feed.p5s.ru/images/small/0/small_905.jpg;http://feed.p5s.ru/images/big/0/905.jpg;http://feed.p5s.ru/images/big/0/905-1.jpg;http://feed.p5s.ru/images/big/0/905-2.jpg;http://feed.p5s.ru/images/big/0/905-3.jpg;;4,62E+12
906;Вибраторы;Реалистики;Вибратор телесного цвета №3 - 17 см.;Взяв в руки этот телесный вибратор-реалистик со встроенным пультом, понимаешь, что с ним вам не захочется расставаться ни на секунду.  Приятный, чуть бархатистый на ощупь (заслуга инновационного материала ЭКОй), он порадует вас мощной вибрацией и экстра чувственными проникновениями в лоно.  Маленькая упругая головка, складочки и венки на тельце… №3 – номер один в удовлетворении плотских желаний.  ;Джага-Джага;102-03 BX DD;1799.00;946.93;1;4;2;;телесный;910;ЭКОй;2 шт., тип AA;картонная коробка;315;http://feed.p5s.ru/images/small/0/small_906.jpg;http://feed.p5s.ru/images/big/0/906.jpg;http://feed.p5s.ru/images/big/0/906-1.jpg;http://feed.p5s.ru/images/big/0/906-2.jpg;http://feed.p5s.ru/images/big/0/906-3.jpg;;4,62E+12
907;Вибраторы;Реалистики;Вибратор с мошонкой №4 - 16,7 см.;Этот «мужчина» из материала ЭКОй не разочарует, оказавшись в плену вашего лона.  Мощно вибрируя, нежно массируя стеночки своим упругим тельцем и чувственно исследуя головкой самые дальние уголки, он заставит вас извиваться от нахлынувшего возбуждения.  Вас покорят его реалистичные формы, бархатистая поверхность и пламенный мотор, управлять которым вы сможете при помощи встроенного пульта.  ;Джага-Джага;102-04 BX DD;1799.00;946.93;1;3;2;;телесный;911;ЭКОй;2 шт., тип AA;картонная коробка;390;http://feed.p5s.ru/images/small/0/small_907.jpg;http://feed.p5s.ru/images/big/0/907.jpg;http://feed.p5s.ru/images/big/0/907-1.jpg;http://feed.p5s.ru/images/big/0/907-2.jpg;http://feed.p5s.ru/images/big/0/907-3.jpg;;4,62E+12
908;Вибраторы;Реалистики;Вибратор реалистичной формы №5 с мошонкой - 17 см.;Грусть-тоска, всё раздражает? Номер 5 – то, что доктор прописал! Вибратор, имитирующий по форме эрегированный член с поджатой мошонкой, способен подарить вам море позитивных эмоций и ярких сексуальных переживаний.  Для этого достаточно включить вибрацию поворотом встроенного пульта, а после – погрузить упругое тельце с чётко очерченной головкой в лоно.  Трепет телесной игрушки из материала ЭКОй вкупе с чувственным массажем стеночек заставит всё ваше тело пылать от желания!  ;Джага-Джага;102-05 BX DD;1799.00;946.93;1;1;2;;телесный;912;ЭКОй;2 шт., тип AA;картонная коробка;400;http://feed.p5s.ru/images/small/0/small_908.jpg;http://feed.p5s.ru/images/big/0/908.jpg;http://feed.p5s.ru/images/big/0/908-1.jpg;http://feed.p5s.ru/images/big/0/908-2.jpg;http://feed.p5s.ru/images/big/0/908-3.jpg;;4,62E+12
909;Вибраторы;Реалистики;Вибратор реалистик N9 без мошонки - 20 см.;Такой большой, такой напряженный… От одного взгляда на этот вибратор лоно начинает пульсировать от нетерпения. И неспроста, ведь ощущение, когда этот крепыш двигается и неистово вибрирует внутри вашего тела, просто божественное!  Вам удастся почувствовать и напряженные венки, и крупную головку, и мультискоростную вибрацию. №9, выполненный из материала ЭКОй, станет номером один в вашей коллекции секс-игрушек.  ;Джага-Джага;102-09 BX DD;1799.00;946.93;1;4;2;;телесный;913;ЭКОй;2 шт., тип AA;картонная коробка;345;http://feed.p5s.ru/images/small/0/small_909.jpg;http://feed.p5s.ru/images/big/0/909.jpg;http://feed.p5s.ru/images/big/0/909-1.jpg;http://feed.p5s.ru/images/big/0/909-2.jpg;http://feed.p5s.ru/images/big/0/909-3.jpg;;4,62E+12
910;Вибраторы;Реалистики;Вибратор-реалистик №10 с усиками - 17 см.;В этом вибраторе совершенна каждая деталь. Весь его вид манит прикоснуться, а после – ввести в своё лоно.  Выполненный из ультрареалистичного материала ЭКОй телесного цвета, он точно повторяет анатомические формы мужского фаллоса.  За парой исключений – в виде мощной вибрации и мягоньких шипов у основания, гарантирующих нежное воздействие на клитор во время ласк.  ;Джага-Джага;102-10 BX DD;1799.00;946.93;1;2;2;;телесный;914;ЭКОй;2 шт., тип AA;картонная коробка;305;http://feed.p5s.ru/images/small/0/small_910.jpg;http://feed.p5s.ru/images/big/0/910.jpg;http://feed.p5s.ru/images/big/0/910-1.jpg;http://feed.p5s.ru/images/big/0/910-2.jpg;http://feed.p5s.ru/images/big/0/910-3.jpg;;4,62E+12
911;Фаллоимитаторы;Классические дилдо;Фаллоимитатор на присоске №3 - 17 см.;Чтобы получить массу приятных ощущений, нужен лишь он – номер три! Стимулятор, выполненный в форме фаллоса из телесного и реалистичного на ощупь материала ЭКОй, подарит самые чувственные проникновения в лоно.  Для того чтобы пользование упругой игрушкой было более приятным, рекомендуем зафиксировать её на кафеле в ванной или любой другой твёрдой ровной поверхности при помощи присоски. Так вы сможете задавать ритм, не пользуясь руками…ммм!  ;Джага-Джага;101-03 BX DD;1474.00;775.63;1;6;2;;телесный;915;ЭКОй;;картонная коробка;365;http://feed.p5s.ru/images/small/0/small_911.jpg;http://feed.p5s.ru/images/big/0/911.jpg;http://feed.p5s.ru/images/big/0/911-1.jpg;http://feed.p5s.ru/images/big/0/911-2.jpg;http://feed.p5s.ru/images/big/0/911-3.jpg;http://feed.p5s.ru/images/big/0/911-4.jpg;4,62E+12
912;Фаллоимитаторы;Анально-вагинальные;Двойной фаллоимитатор на присоске №8 - 13,5 см.;Можно мечтать о сексе в формате М-Ж-М, а можно заняться им, не привлекая кого-либо извне. Этот двойной стимулятор из материала ЭКОй, оснащённый присоской для фиксации на любой ровной твёрдой поверхности, подарит вам чувственные анально-вагинальные проникновения.  Пока один фаллос находится в лоне, второй, что поменьше, растягивает стеночки ануса. Экспериментируйте с комфортом, задавайте любой по интенсивности ритм – двойное удовольствие обязательно накроет вас с головой!  Длина анального фаллоса - 11,5 см., диаметр - 2,5 см.;Джага-Джага;101-08 BX DD;1475.00;776.52;1;4;2;;телесный;916;ЭКОй;;картонная коробка;350;http://feed.p5s.ru/images/small/0/small_912.jpg;http://feed.p5s.ru/images/big/0/912.jpg;http://feed.p5s.ru/images/big/0/912-1.jpg;http://feed.p5s.ru/images/big/0/912-2.jpg;http://feed.p5s.ru/images/big/0/912-3.jpg;http://feed.p5s.ru/images/big/0/912-4.jpg;4,62E+12
914;Фаллоимитаторы;Классические дилдо;Фаллоимитатор со стимулятором клитора №10 - 17 см.;Если этот фаллос с присоской, попав вам в руки, ласкает ладони своей бархатистой поверхностью… Что же будет, когда он окажется ТАМ?  Упругий ствол из ЭКОй с гладкой головкой и нежными шипами у основания с лёгкостью проникнет в лоно, вызвав у вас целую борю сексуальных ощущений.  Чувственные погружения, лёгкий массаж клитора… и всё это в чётко заданном вами ритме, ох!  ;Джага-Джага;101-10 BX DD;1475.00;776.52;1;5;2;;телесный;918;ЭКОй;;картонная коробка;330;http://feed.p5s.ru/images/small/0/small_914.jpg;http://feed.p5s.ru/images/big/0/914.jpg;http://feed.p5s.ru/images/big/0/914-1.jpg;http://feed.p5s.ru/images/big/0/914-2.jpg;http://feed.p5s.ru/images/big/0/914-3.jpg;;4,62E+12
915;Фаллоимитаторы;Анально-вагинальные;Анально-вагинальный фаллоимитатор с шипами на присоске №11 - 15,5 см.;Чтобы прочувствовать всю прелесть двойного проникновения, необязательно просить сексуального партнера использовать страпон или вибратор. Этот двойной фаллоимитатор из ЭКОй справится с поставленной задачей на все 100 %.  Можно держать его рукой и направлять внутрь себя под нужным углом. Либо закрепить на твердой поверхности с помощью присоски и усесться сверху.  Скольжение обоих отростков, больший из которых покрыт шипами на основании для стимуляции клитора, доставит истинное наслаждение.  Длина анального фаллоса - 12,5 см., диаметр - 2,5 см.;Джага-Джага;101-11 BX DD;1284.00;642.00;1;2;1;;телесный;919;ЭКОй;;картонная коробка;450;http://feed.p5s.ru/images/small/0/small_915.jpg;http://feed.p5s.ru/images/big/0/915.jpg;http://feed.p5s.ru/images/big/0/915-1.jpg;http://feed.p5s.ru/images/big/0/915-2.jpg;http://feed.p5s.ru/images/big/0/915-3.jpg;http://feed.p5s.ru/images/big/0/915-4.jpg;4,62E+12
917;Вибраторы;Анально-вагинальные;Двойной вибратор с усиками №11 - 17 см.;Ни один мужчина не сможет войти в вас так, как сделает этот телесный вибратор из ЭКОй. Выполненный в форме двух сросшихся у основания фаллосов – толстого и тонкого, он подарит вам одновременную стимуляцию вагины и ануса.  Когда один отросток погружается в лоно, второй сразу же оказывается в попке на той же глубине. Реалистичные формы и мощная вибрация сделают проникновения невероятно чувственными.  А шипы на основании игрушки усилят приятные ощущения за счёт массажа клитора.   Длина анального фаллоса - 12 см. Диаметр анального фаллоса - 2,5 см.;Джага-Джага;102-11 BX DD;1799.00;946.93;1;3;2;;телесный;921;ЭКОй;2 шт., тип AA;картонная коробка;395;http://feed.p5s.ru/images/small/0/small_917.jpg;http://feed.p5s.ru/images/big/0/917.jpg;http://feed.p5s.ru/images/big/0/917-1.jpg;http://feed.p5s.ru/images/big/0/917-2.jpg;http://feed.p5s.ru/images/big/0/917-3.jpg;http://feed.p5s.ru/images/big/0/917-4.jpg;4,62E+12
922;Фаллоимитаторы;Реалистичные;Телесный фаллоимитатор на присоске №2 - 16 см.;И пусть его зовут Номером Два, в деле сексуального удовлетворения  ему нет равных! Выполненный из реалистичного на ощупь материала ЭКОй, этот телесный фаллос с мошонкой покорит вас своей упругостью и нежностью проникновений.  Просто зафиксируйте его присоской на ровной твёрдой поверхности, чтобы освободить руки и бёдрами задать древний, как мир, ритм.  ;Джага-Джага;101-02 BX DD;1474.00;775.63;1;5;2;;телесный;926;ЭКОй;;картонная коробка;425;http://feed.p5s.ru/images/small/0/small_922.jpg;http://feed.p5s.ru/images/big/0/922.jpg;http://feed.p5s.ru/images/big/0/922-1.jpg;http://feed.p5s.ru/images/big/0/922-2.jpg;http://feed.p5s.ru/images/big/0/922-3.jpg;http://feed.p5s.ru/images/big/0/922-4.jpg;4,62E+12
943;Страпоны, фаллопротезы;Трусики и насадки;Анальная насадка Vac-U-Lock 7  Raging hard-On Cock - 18 см.;Достаточно закрепить эту насадку на ваших трусиках Harness (приобретаются отдельно), чтобы незамедлительно приступить к анальной стимуляции.  Гладкая поверхность, легко проникающая в анус головка и, ох, спиралевидный рельеф… С таким фаллосом в попке просто невозможно остаться неудовлетворённой!  Рабочая длина - 15,2 см.;Doc Johnson;1015-24-BX;3030.00;1683.42;1;37;2;;телесный;947;поливинилхлорид (ПВХ, PVC);;картонная коробка;480;http://feed.p5s.ru/images/small/0/small_943.jpg;http://feed.p5s.ru/images/big/0/943.jpg;http://feed.p5s.ru/images/big/0/943-1.jpg;http://feed.p5s.ru/images/big/0/943-2.jpg;http://feed.p5s.ru/images/big/0/943-3.jpg;;7,82E+11
969;Анальные игрушки;Анальные фаллоимитаторы;Розовый анальный стимулятор Crystal Jellies 6  Anal Starter - 11,9 см.;Если вам хочется действительно нежной анальной стимуляции, эта пробка в форме фаллоса подойдет вам на все 100 %.  Уже по одному цвету гелевой секс-игрушки ясно, что она – сама нежность. Анатомическая форма вкупе с гладкой поверхностью – что еще может быть приятнее?  ;Doc Johnson;0284-01-CD;2007.00;1114.83;1;14;2;;розовый;973;поливинилхлорид (ПВХ, PVC);;блистер;150;http://feed.p5s.ru/images/small/0/small_969.jpg;http://feed.p5s.ru/images/big/0/969.jpg;http://feed.p5s.ru/images/big/0/969-1.jpg;;;;7,82E+11
971;Анальные игрушки;Анальные фаллоимитаторы;Анальный фаллос Raging Hard-Ons Slimline with Suction Cup 4.5  Dong - 15,5 см.;Благодаря этому фаллосу вы поймёте, что в вашей попке осталось ещё немало неизведанных уголков.  Упругий, с маленькой гладкой головкой и вспухшими венками, стимулятор проникнет в вас глубоко и очень нежно.  Дразня рельефом тельца и погружаясь всё сильнее, он заставит вас насаживаться сверху всё быстрее и быстрее!  Рабочая длина - 10,7 см.;Doc Johnson;0279-31-CD;2208.00;1226.56;1;11;2;;телесный;975;поливинилхлорид (ПВХ, PVC);;блистер;200;http://feed.p5s.ru/images/small/0/small_971.jpg;http://feed.p5s.ru/images/big/0/971.jpg;http://feed.p5s.ru/images/big/0/971-1.jpg;;;;7,82E+11
973;Анальные игрушки;Надувные расширители;Универсальная анальная пробка-расширитель FANNY HILLS BLACK BUTT PLUG;Вы любите анальный секс? Вы только начинаете знакомство с миром анального наслаждения? Не отвечайте, ведь эта секс-игрушка подойдет всем и каждому, вне зависимости от степени его сексуальных познаний.  Эта анальная пробка подарит чувственную стимуляцию ануса благодаря немалым размерам и гладкой поверхности. Помимо этого она может увеличиваться в размера благодаря подкачке воздуха грушей, а также неистово вибрировать!  Выбирайте глубину погружения! Выбирайте степень вибрации с помощью выносного пульта ДУ! Выбирайте тот темп расширения, который более всего по нраву вашей попке! Пробуйте, узнавайте, наслаждайтесь! Максимальный диаметр - около 6,5 см.;Seven Creations;7199PMB ACHBX GP;3141.00;1744.99;0;0;3;;черный;977;поливинилхлорид, латекс;2 шт., тип AA;картонная коробка;260;http://feed.p5s.ru/images/small/0/small_973.jpg;http://feed.p5s.ru/images/big/0/973.jpg;;;;;4,89E+12
976;Вибраторы;Реалистики;Реалистичный вибратор Futurotic Ballsy Vibrating Dong 4.5  - 16 см.;Каждая деталь этой секс-игрушки обещает вам невероятные ощущения. Возбуждение появится уже в момент, когда вы просто возьмёте его в руки!  Упругий, бархатистый, рельефный... О, этот реалистичный вибратор – само совершенство!  Повторяя своими формами напряженный половой член, погружаясь в ваше лоно так чувственно, массируя его стеночки мощной вибрацией, он быстро доставит вас к вершинам наслаждения! Рабочая длина - 11,4 см. Ширина основания - 5 см. ;California Exotic Novelties;SE-0864-10-2;6496.00;3712.27;1;30;2;;телесный;980;термопластичная резина (TPR);2 шт., тип AAA;блистер;260;http://feed.p5s.ru/images/small/0/small_976.jpg;http://feed.p5s.ru/images/big/0/976.jpg;http://feed.p5s.ru/images/big/0/976-1.jpg;http://feed.p5s.ru/images/big/0/976-2.jpg;http://feed.p5s.ru/images/big/0/976-3.jpg;http://feed.p5s.ru/images/big/0/976-4.jpg;7,17E+11
979;Секс-товары для женщин;Вагинальные шарики;Четыре золотистых вагинальных шарика;Четыре вагинальных шарика со смещенным центром тяжести на мягкой сцепке, из пластика с золотистым покрытием. ;Seven Creations;7344QG BX GP;1560.00;821.28;0;0;3;;золотистый;983;анодированный пластик (ABS);;картонная коробка;480;http://feed.p5s.ru/images/small/0/small_979.jpg;http://feed.p5s.ru/images/big/0/979.jpg;http://feed.p5s.ru/images/big/0/979-1.jpg;http://feed.p5s.ru/images/big/0/979-2.jpg;;;4,89E+12
994;Секс-товары для мужчин;Мастурбаторы;Супер-мастурбатор с поступательными движениями;Этот мастурбатор компьютерного типа подарит вам супер ощущения! Войдите в узенький тоннель, покрытый сверху донизу мягкими усиками и ребрышками. При этом мягкие гелевые губки словно присосутся к лобку.  Достаточно нажать пару кнопок на выносном пульте управления, чтобы поверх тоннеля вверх и вниз стали двигаться металлические шарики. Они раззадорят вас еще больше и создадут иллюзию посасывания члена.  ;Seven Creations;2K439CBLU BX GP;6279.00;3587.98;0;0;3;;голубой;998;пластик, силикон;4 шт., тип C;картонная коробка;700;http://feed.p5s.ru/images/small/0/small_994.jpg;http://feed.p5s.ru/images/big/0/994.jpg;http://feed.p5s.ru/images/big/0/994-1.jpg;;;;4,89E+12
997;Секс-товары для женщин;Помпы для клитора;Вакуумный стимулятор клитора Vibrating Clit Massager;Эта секс-игрушка – и источник наслаждения, и настоящий тренажер для клитора! Достаточно наложить помпу на этот чувственный участок, грушей создать вакуум, а затем включить вибрацию.  Комфортный именно здесь и сейчас уровень вибрации можно выбрать при помощи выносного пульта управления. Конечно же, всё это приведёт к яркому оргазму.  Частое использование вибропомпы усиливает чувствительность клитора, а значит, способствует более быстрому наступлению сексуальной разрядки во время близости с партнером.  Работает от двух батареек типа АА. Ширина - 4 см.;Seven Creations;2K130 BX GP;2311.00;1284.12;0;0;3;;фиолетовый;1001;поливинилхлорид (ПВХ, PVC);2 шт., тип AA;картонная коробка;300;http://feed.p5s.ru/images/small/0/small_997.jpg;http://feed.p5s.ru/images/big/0/997.jpg;http://feed.p5s.ru/images/big/0/997-1.jpg;http://feed.p5s.ru/images/big/0/997-2.jpg;;;4,89E+12
998;Секс-товары для мужчин;Вакуумные помпы;Вакуумная помпа с двумя сменными насадками NEW STAY HARD PUMP CLEAR RED;Внутри этой колбы вершится настоящая магия. Поместив в неё пенис и начав нажимать рычаг, вы практически сразу же ощутите, как предмет вашей гордости начнёт увеличиваться в длину и ширину. Совсем немного усилий, и ваш член максимально напряжен и готов к сексуальному марафону! К помпе прилагаются две уплотняющие насадки, которые помогут достигнуть БОЛЬШОГО эффекта за малое время. Удобная ручка, она же рычаг, максимально упростит использование.  ;Seven Creations;2K499CRD BX GP;2546.00;1414.61;1;29;2;;красный;1002;акрил;;картонная коробка;430;http://feed.p5s.ru/images/small/0/small_998.jpg;http://feed.p5s.ru/images/big/0/998.jpg;http://feed.p5s.ru/images/big/0/998-1.jpg;;;;4,89E+12
999;Секс-товары для мужчин;Вакуумные помпы;Вакуумная помпа с тремя уплотнителями;Эта помпа, как по волшебству, делает ваш член напряженным. А всё благодаря тугим тискам у основания, которые обеспечивают любой из трех съемных уплотнителей. А также вакууму внутри колбы, созданному за считаные секунды путём откачки воздуха рычагом.  Наденьте уплотнитель. Прорвавшись сквозь него, войдите членом в колбу. Сделайте несколько качков рычагом. Наслаждайтесь переходом члена из состояния «так себе» в «ого-го!».   ;Seven Creations;2K472 BX GP;3459.00;1921.94;1;17;2;;прозрачный;1003;пластик, латекс;;картонная коробка;365;http://feed.p5s.ru/images/small/0/small_999.jpg;http://feed.p5s.ru/images/big/0/999.jpg;http://feed.p5s.ru/images/big/0/999-1.jpg;;;;4,89E+12
1001;Секс-товары для женщин;Клиторальные стимуляторы;Фиолетовая бабочка для клитора;Чтобы получить максимум удовольствия, просто закрепите это очаровательное насекомое на клиторе с помощью эластичных ремешков. Мощная вибрация за считанные минуты распалит в вас желание, а также заставит клитор увеличиться в размерах от возбуждения.  Уровень вибрации легко изменить с помощью выносного пульта управления – отвлекаться на смену настроек не придётся! Размеры бабочки - 5 х 2 см.;Seven Creations;2K132LV ACHBX GP;1738.00;914.76;1;40;1;;фиолетовый;1005;поливинилхлорид (ПВХ, PVC);2 шт., тип AA;картонная коробка;135;http://feed.p5s.ru/images/small/0/small_1001.jpg;http://feed.p5s.ru/images/big/0/1001.jpg;http://feed.p5s.ru/images/big/0/1001-1.jpg;http://feed.p5s.ru/images/big/0/1001-2.jpg;;;4,89E+12
